date,k=20|vol=1.00,SPY
2010-08-02,0.006330406239920353,0.022581219037357325
2010-08-03,-0.0056154864912288235,-0.004788785415303587
2010-08-04,0.010739470159465624,0.006683044726910614
2010-08-05,0.0022793465237468022,-0.0010624747879187657
2010-08-06,0.008141612415001545,-0.004076017475145743
2010-08-09,0.0010531029691787986,0.005338710172010819
2010-08-10,0.006995981275630413,-0.0053987345050031665
2010-08-11,-0.014116897016375678,-0.027406848685902152
2010-08-12,0.0058306783940711045,-0.006130163827345325
2010-08-13,-0.0031654015795181526,-0.002945592780078554
2010-08-16,0.00910932664233374,-0.0004619001864490935
2010-08-17,0.012467327016646337,0.012285221017749759
2010-08-18,-0.0023764505600536385,0.0018251914601956631
2010-08-19,-0.006269540565069972,-0.017397068609818822
2010-08-20,0.01103445618490136,-0.0032441288462899953
2010-08-23,-0.011583853083212612,-0.0038128943822522965
2010-08-24,-0.004269053446558578,-0.01484310996931082
2010-08-25,0.0010047084136618324,0.0038854433020731882
2010-08-26,-0.0064003937024681495,-0.006702183063004408
2010-08-27,0.010514413964616451,0.015489460378526276
2010-08-30,-0.011434471992831496,-0.014505073616814301
2010-08-31,0.0014604108710523005,0.0
2010-09-01,0.024109676341429645,0.029912193788650177
2010-09-02,0.015024920285940182,0.009311982490330717
2010-09-03,-0.0033633357528208376,0.01297157802616522
2010-09-07,0.0005389531076830253,-0.011272551186110147
2010-09-08,0.011140326490386213,0.007023197966997685
2010-09-09,0.006639446849434565,0.0046188429348994475
2010-09-10,-0.0023793936222066656,0.0050490945698611345
2010-09-13,0.007614225691868962,0.011123136624621166
2010-09-14,0.011637711312462298,-0.0006214503203324506
2010-09-15,-0.009094025271250162,0.003817239744583034
2010-09-16,-0.001366109190941363,-0.0002649134709841183
2010-09-17,0.016921344814007023,0.0003731585132484838
2010-09-20,0.012987585715459103,0.015290485442550183
2010-09-21,0.0004344102472949408,-0.0020139309802615912
2010-09-22,0.00936175237759602,-0.004913130074424177
2010-09-23,-0.005129218681457242,-0.008111391659186618
2010-09-24,0.010767500441545364,0.020622091463622816
2010-09-27,0.00581844408317254,-0.004790158387531385
2010-09-28,-0.0022983654692971304,0.0035007995191624897
2010-09-29,0.013507692204092096,-0.0017443371724765733
2010-09-30,-0.015740943113077176,-0.0029700366953526736
2010-10-01,-0.013461648476988216,0.004205706220317573
2010-10-04,0.0062103277148109195,-0.007504129586929031
2010-10-05,0.00951410477391133,0.020132470722319384
2010-10-06,-0.015326936835241483,-8.663330418123838e-05
2010-10-07,-0.0008779950899678367,-0.0012062133590599045
2010-10-08,-0.0014955277042642853,0.00560852666073508
2010-10-11,0.009745485435616734,0.0009439611587975794
2010-10-12,0.003452866897551293,0.0030861162601441006
2010-10-13,0.0006172772107681959,0.007777039193889168
2010-10-14,0.002541508911632908,-0.003900882112404802
2010-10-15,0.010730761876334816,0.0020430233973294243
2010-10-18,-0.0024013838857247782,0.004927987427426839
2010-10-19,-0.018836923765841018,-0.013104338178311581
2010-10-20,0.010339521023261808,0.009765801952195785
2010-10-21,0.021760217402065903,0.0022058116138117256
2010-10-22,0.0349994629144018,0.0018625116470802894
2010-10-25,0.006459493836608526,0.0029572693060249122
2010-10-26,0.023285943236452052,0.00016862163878883507
2010-10-27,0.00022007797343713938,-0.0028637982788589644
2010-10-28,-0.009771420846942224,0.00016890757223086972
2010-10-29,0.0013740530600658623,0.0007600830725287278
2010-11-01,0.002332018312437499,0.00033724703926796273
2010-11-02,0.0008079569276171492,0.007930563592805084
2010-11-03,0.004081418182362348,0.004017639377275284
2010-11-04,0.002266765435446483,0.019258137827706134
2010-11-05,0.005510404494440708,0.0037624087046268517
2010-11-08,-0.00383156804967587,-0.0018740301461875886
2010-11-09,-0.0024468551149737093,-0.007184289159411161
2010-11-10,0.002118605881228217,0.004029605106800949
2010-11-11,-0.0008906864729504669,-0.0037673374959544814
2010-11-12,-0.011673230843323033,-0.011838390156129641
2010-11-15,-0.004238168035509967,-0.0014145193093216823
2010-11-16,-0.009299872787955219,-0.015579407995059191
2010-11-17,0.0036867948819375536,0.0005077513760674002
2010-11-18,0.016919874906513338,0.014718252561788825
2010-11-19,0.0011299998287479145,0.0027510646045136866
2010-11-22,0.01214828937191154,-0.000831128204095366
2010-11-23,-0.0026190473112815854,-0.014476838613958765
2010-11-24,0.007166895717901567,0.014773857498961984
2010-11-26,-0.001873879142163421,-0.011647098299264691
2010-11-29,0.003843477387516758,0.0030299258274901764
2010-11-30,0.001656339618174997,-0.005622505274288758
2010-12-01,0.00627778398426192,0.021267604295449827
2010-12-02,-0.0005646787227939023,0.012808619219367268
2010-12-03,-0.005359757878112386,0.0026927032401189432
2010-12-06,0.003601978910081631,-0.00105789340472362
2010-12-07,-0.006647865842307941,0.00057037044680186
2010-12-08,0.0019418778233882476,0.00366351301614376
2010-12-09,0.012352689357227133,0.003893635608450463
2010-12-10,0.0028030641009313727,0.0058180447032154525
2010-12-13,-0.02299820877798088,0.0006421178599216315
2010-12-14,-0.013160851729072134,0.0008835056587701562
2010-12-15,0.003677905693042959,-0.004572401736583687
2010-12-16,0.014498484422565357,0.005801943772268725
2010-12-17,-0.0017007411956789448,0.0010712549226705725
2010-12-20,-0.003311222433050043,0.0024133558816952227
2010-12-21,0.00972571625690001,0.006340263397385026
2010-12-22,-0.005139078337983874,0.0031104813035358614
2010-12-23,-0.007151365359742456,-0.001430879958974729
2010-12-27,0.0016602095991408638,0.0003976248246557734
2010-12-28,0.0009328313320667312,0.001432758712354154
2010-12-29,-0.0002357775196311354,0.0007151954759019308
2010-12-30,0.0008421920458145763,-0.0015884433184003566
2010-12-31,-0.0059512455563352495,0.00023863364104337315
2011-01-03,0.018246072180652828,0.010338164988836107
2011-01-04,0.02562720243561152,-0.0005510615471440161
2011-01-05,0.015876003605830954,0.005197530330412148
2011-01-06,-0.016181987591002693,-0.0019586220620961825
2011-01-07,-0.009381424466111808,-0.001962465790890433
2011-01-10,0.015521500240330551,-0.0012583407945231384
2011-01-11,-0.005635074218366875,0.003543906711591882
