ticker,weight,strategy,rebalance_date,dense_expected_return,sparse_expected_return
MO,0.4422227350312166,k=20|vol=1.00,2010-07-30,0.001975709215870469,0.0019757092158704695
CMI,0.1333726896982108,k=20|vol=1.00,2010-07-30,0.001975709215870469,0.0019757092158704695
ORLY,0.13138387231661983,k=20|vol=1.00,2010-07-30,0.001975709215870469,0.0019757092158704695
SO,0.121505739145982,k=20|vol=1.00,2010-07-30,0.001975709215870469,0.0019757092158704695
NFLX,0.09423581756222617,k=20|vol=1.00,2010-07-30,0.001975709215870469,0.0019757092158704695
INTU,0.07727914624574397,k=20|vol=1.00,2010-07-30,0.001975709215870469,0.0019757092158704695
SO,0.3817389466361694,k=20|vol=1.00,2010-08-31,0.0023681077750298896,0.00236810777502989
NFLX,0.18193250221660437,k=20|vol=1.00,2010-08-31,0.0023681077750298896,0.00236810777502989
FTNT,0.1713246899019606,k=20|vol=1.00,2010-08-31,0.0023681077750298896,0.00236810777502989
NEM,0.13188437313677942,k=20|vol=1.00,2010-08-31,0.0023681077750298896,0.00236810777502989
CRM,0.04374943623588261,k=20|vol=1.00,2010-08-31,0.0023681077750298896,0.00236810777502989
MO,0.04252266891187062,k=20|vol=1.00,2010-08-31,0.0023681077750298896,0.00236810777502989
BKNG,0.037778227364799744,k=20|vol=1.00,2010-08-31,0.0023681077750298896,0.00236810777502989
INTU,0.009069155595932991,k=20|vol=1.00,2010-08-31,0.0023681077750298896,0.00236810777502989
MO,0.2773433309843165,k=20|vol=1.00,2010-09-30,0.0034128038436479166,0.003412803843647916
NFLX,0.21585983107389115,k=20|vol=1.00,2010-09-30,0.0034128038436479166,0.003412803843647916
FTNT,0.20460866666022087,k=20|vol=1.00,2010-09-30,0.0034128038436479166,0.003412803843647916
VZ,0.15235300141472727,k=20|vol=1.00,2010-09-30,0.0034128038436479166,0.003412803843647916
QCOM,0.08540539017825044,k=20|vol=1.00,2010-09-30,0.0034128038436479166,0.003412803843647916
NEM,0.03366506025723169,k=20|vol=1.00,2010-09-30,0.0034128038436479166,0.003412803843647916
BKNG,0.03076471943136201,k=20|vol=1.00,2010-09-30,0.0034128038436479166,0.003412803843647916
MO,0.41126766691899935,k=20|vol=1.00,2010-10-29,0.0035897629101511474,0.0035897629101511483
ORLY,0.19825621017601205,k=20|vol=1.00,2010-10-29,0.0035897629101511474,0.0035897629101511483
FTNT,0.19732461351368177,k=20|vol=1.00,2010-10-29,0.0035897629101511474,0.0035897629101511483
NFLX,0.1748818167319645,k=20|vol=1.00,2010-10-29,0.0035897629101511474,0.0035897629101511483
BKNG,0.011871628468611109,k=20|vol=1.00,2010-10-29,0.0035897629101511474,0.0035897629101511483
SPGI,0.0063980641907311125,k=20|vol=1.00,2010-10-29,0.0035897629101511474,0.0035897629101511483
NFLX,0.21113135298076335,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
ORLY,0.19493133938533536,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
FTNT,0.1945935825612744,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
KO,0.19189216203005996,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
QCOM,0.08414612453909989,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
ROST,0.060640306186788416,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
TMUS,0.029376999354749373,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
COST,0.022199651389156715,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
CRM,0.011088481572772617,k=20|vol=1.00,2010-11-30,0.003579107305059079,0.0035791067464747734
VZ,0.41342034063993677,k=20|vol=1.00,2010-12-31,0.0030476812110285774,0.0030476812110285774
FTNT,0.1899902862074207,k=20|vol=1.00,2010-12-31,0.0030476812110285774,0.0030476812110285774
NFLX,0.1255993476466012,k=20|vol=1.00,2010-12-31,0.0030476812110285774,0.0030476812110285774
FCX,0.08704931186992475,k=20|vol=1.00,2010-12-31,0.0030476812110285774,0.0030476812110285774
CMI,0.07498182509138682,k=20|vol=1.00,2010-12-31,0.0030476812110285774,0.0030476812110285774
CIEN,0.06276092769347039,k=20|vol=1.00,2010-12-31,0.0030476812110285774,0.0030476812110285774
TMUS,0.04619796085125934,k=20|vol=1.00,2010-12-31,0.0030476812110285774,0.0030476812110285774
XOM,0.194729383182425,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
NFLX,0.1678627188741316,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
FTNT,0.1357786523157047,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
VZ,0.12746289452957466,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
NVDA,0.12458747316798706,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
ACN,0.0909328854128255,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
IBM,0.06176916152738082,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
TDG,0.040076331651308375,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
ORCL,0.02578875498338686,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
QCOM,0.01808528922844739,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
COP,0.012926455126828048,k=20|vol=1.00,2011-01-31,0.003511598975804469,0.00351159897580447
COP,0.18240183621645353,k=20|vol=1.00,2011-02-28,0.003401873846550081,0.00340191295103394
CVX,0.15925203991426992,k=20|vol=1.00,2011-02-28,0.003401873846550081,0.00340191295103394
FTNT,0.12752052376584183,k=20|vol=1.00,2011-02-28,0.003401873846550081,0.00340191295103394
